State,Player,From,To,Pos,GP,G,A,PTS,#ERROR!,PIM,GP,W,L,T/O,SV%,GAA,Birth City,Birth Date,Death Date
Minnesota,Jordan Leopold,2003,2015,D,695,67,147,214,-37,293,,,,,,,Golden Valley,1980-08-03,
Minnesota,Vinni Lettieri,2018,2021,C,51,2,6,8,-22,14,,,,,,,Excelsior,1995-02-06,
Minnesota,Charlie Lindgren,2016,2020,G,24,0,0,0,0,2,24,10,12,2,0.907,3,Lakeville,1993-12-18,
Minnesota,Ryan Lindgren,2019,2021,D,107,1,25,26,21,88,,,,,,,Burnsville,1998-02-11,
Minnesota,Blake Lizotte,2019,2021,C,102,8,22,30,-5,32,,,,,,,Lindstrom,1997-12-13,
Minnesota,Pete LoPresti,1975,1981,G,175,0,3,3,0,6,175,43,102,20,0.872,4.07,Virginia,1954-05-23,
Minnesota,Sam LoPresti,1941,1942,G,74,0,0,0,,0,74,30,38,6,,3.12,Eveleth,1917-01-30,1984-12-11
Minnesota,Mike Lundin,2008,2013,D,252,4,32,36,-11,54,,,,,,,Burnsville,1984-09-24,
Minnesota,Alex Lyon,2018,2021,G,17,0,0,0,0,0,17,5,4,1,0.893,3.13,Baudette,1992-12-09,
Minnesota,Chris Marinucci,1995,1997,C,13,1,4,5,-3,2,,,,,,,Grand Rapids,1971-12-29,
Minnesota,John Mariucci*,1941,1948,D,224,11,34,45,,328,,,,,,,Eveleth,1916-05-08,1987-03-23
Minnesota,Paul Martin,2004,2018,D,870,50,270,320,126,238,,,,,,,Minneapolis,1981-03-05,
Minnesota,Steve Martinson,1988,1992,LW,49,2,1,3,0,244,,,,,,,Minnetonka,1959-06-21,
Minnesota,Bob Mason,1984,1991,G,145,0,4,4,0,6,145,55,65,16,0.879,3.76,International Falls,1961-04-22,
Minnesota,Chris McAlpine,1995,2003,D,289,6,24,30,7,245,,,,,,,Roseville,1971-12-01,
Minnesota,Jamie McBain,2010,2017,D,348,30,80,110,-17,72,,,,,,,Edina,1988-02-25,
Minnesota,Jack McCartan,1960,1961,G,12,0,0,0,,0,12,2,7,3,0.886,3.71,St. Paul,1935-08-05,
Minnesota,Rob McClanahan,1980,1984,C,224,38,63,101,1,126,,,,,,,St. Paul,1958-01-09,
Minnesota,Ryan McDonagh,2011,2021,D,700,67,243,310,198,286,,,,,,,St. Paul,1989-06-13,
Minnesota,Jim McElmury,1973,1978,D,180,14,47,61,-76,49,,,,,,,St. Paul,1949-10-03,
Minnesota,Bruce McIntosh,1973,1973,D,2,0,0,0,0,0,,,,,,,Minneapolis,1949-03-17,
Minnesota,Mike McNeill,1991,1992,RW,63,5,11,16,-4,18,,,,,,,Winona,1966-07-22,
Minnesota,Philip McRae,2011,2011,C,15,1,2,3,-10,2,,,,,,,Minneapolis,1990-03-15,
Minnesota,Brennan Menell,2020,2020,D,5,0,0,0,1,2,,,,,,,Woodbury,1997-05-24,
Minnesota,Joe Micheletti,1980,1982,D,158,11,60,71,0,114,,,,,,,Hibbing,1954-10-24,
Minnesota,Pat Micheletti,1988,1988,C,12,2,0,2,2,8,,,,,,,Hibbing,1963-12-11,
Minnesota,Corey Millen,1990,1997,C,335,90,119,209,36,236,,,,,,,Cloquet,1964-03-30,
Minnesota,K'Andre Miller,2021,2021,D,39,4,5,9,11,12,,,,,,,St. Paul,2000-01-21,
Minnesota,Warren Miller,1980,1983,RW,262,40,50,90,-64,137,,,,,,,South St. Paul,1954-06-15,
Minnesota,Hunter Miska,2019,2021,G,6,0,0,0,0,0,6,1,1,2,0.842,4.1,North Branch,1995-07-07,
Minnesota,Casey Mittelstadt,2018,2021,C,141,23,28,51,-32,22,,,,,,,Eden Prairie,1998-11-22,
Minnesota,Travis Morin,2011,2015,C,13,0,1,1,3,0,,,,,,,Minneapolis,1984-01-09,
Minnesota,Joe Motzko,2004,2009,RW,25,4,2,6,0,0,,,,,,,Bemidji,1980-03-14,
Minnesota,Rick Mrozik,2003,2003,C,2,0,0,0,0,0,,,,,,,Duluth,1975-01-02,
Minnesota,Peter Mueller,2008,2013,C,297,63,97,160,-35,98,,,,,,,Bloomington,1988-04-14,
Minnesota,Brock Nelson,2014,2021,C,590,165,155,320,6,213,,,,,,,Warroad,1991-10-15,
Minnesota,Aaron Ness,2012,2020,D,71,1,6,7,-7,22,,,,,,,Roseau,1990-05-18,
Minnesota,Jeff Nielsen,1997,2001,RW,252,20,27,47,-26,70,,,,,,,Grand Rapids,1971-09-20,
Minnesota,Kirk Nielsen,1998,1998,RW,6,0,0,0,-1,0,,,,,,,Grand Rapids,1973-10-19,
Minnesota,Matt Niskanen,2008,2020,D,949,72,284,356,112,489,,,,,,,Virginia,1986-12-06,
Minnesota,Craig Norwich,1980,1981,D,104,17,58,75,-5,60,,,,,,,Edina,1955-12-15,
Minnesota,Jim O'Brien,2011,2018,C,77,8,5,13,-4,16,,,,,,,Maplewood,1989-01-29,
Minnesota,Jake Oettinger,2021,2021,G,20,0,1,1,0,2,20,6,5,6,0.917,2.29,Lakeville,1998-12-18,
Minnesota,Todd Okerlund,1988,1988,RW,4,0,0,0,0,2,,,,,,,Burnsville,1964-09-06,
Minnesota,Kyle Okposo,2008,2021,RW,834,198,321,519,-114,443,,,,,,,St. Paul,1988-04-16,
Minnesota,Mark Osiecki,1992,1993,D,93,3,11,14,-24,43,,,,,,,St. Paul,1968-07-23,
Minnesota,Joel Otto,1985,1998,C,943,195,313,508,65,1934,,,,,,,Elk River,1961-10-29,
Minnesota,Aldo Palazzari,1944,1944,RW,35,8,3,11,,4,,,,,,,Eveleth,1918-07-25,2007-05-12
Minnesota,Doug Palazzari,1975,1979,C,108,18,20,38,-2,23,,,,,,,Eveleth,1952-11-03,
Minnesota,Jarod Palmer,2012,2012,RW,6,1,0,1,-2,4,,,,,,,Fridley,1986-02-10,
Minnesota,Joe Papike,1941,1945,RW,20,3,3,6,,4,,,,,,,Eveleth,1915-03-28,1967-05-28
Minnesota,Bob Paradise,1972,1979,D,368,8,54,62,-115,393,,,,,,,St. Paul,1944-04-22,
Minnesota,Zach Parise,2006,2021,LW,1048,391,417,808,75,384,,,,,,,Minneapolis,1984-07-28,
Minnesota,Jeff Parker,1987,1991,RW,141,16,19,35,-9,163,,,,,,,St. Paul,1964-09-07,2017-09-11
Minnesota,Mark Parrish,1999,2011,RW,722,216,171,387,-47,246,,,,,,,Bloomington,1977-02-02,
Minnesota,Mark Pavelich,1982,1992,C,355,137,192,329,55,340,,,,,,,Eveleth,1958-02-28,2021-03-05
Minnesota,Tom Pederson,1993,1997,D,240,20,49,69,-36,142,,,,,,,Bloomington,1970-01-14,
Minnesota,Derek Peltier,2009,2010,D,14,0,0,0,-4,2,,,,,,,Plymouth,1985-03-14,
Minnesota,Mike Peluso,1990,1998,LW,458,38,52,90,-15,1951,,,,,,,Pengilly,1965-11-08,
Minnesota,Toby Petersen,2001,2013,C,398,33,48,81,-40,50,,,,,,,Minneapolis,1978-10-27,
Minnesota,Lance Pitlick,1995,2002,D,393,16,33,49,-8,298,,,,,,,Minneapolis,1967-11-05,
Minnesota,Rem Pitlick,2019,2021,C,9,0,2,2,3,6,,,,,,,Plymouth,1997-04-02,
Minnesota,Tyler Pitlick,2014,2021,C,285,47,37,84,13,78,,,,,,,Minneapolis,1991-11-01,
Minnesota,Derek Plante,1994,2001,C,450,96,152,248,17,138,,,,,,,Cloquet,1971-01-17,
Minnesota,Shjon Podein,1993,2003,LW,699,100,106,206,62,439,,,,,,,Rochester,1968-03-05,
Minnesota,Ryan Poehling,2019,2020,C,28,4,1,5,-1,4,,,,,,,Lakeville,1999-01-03,
Minnesota,Austin Poganski,2020,2021,RW,6,0,0,0,-1,0,,,,,,,St. Cloud,1996-02-16,
Minnesota,John Pohl,2004,2008,C,115,17,21,38,-8,24,,,,,,,Rochester,1979-06-29,
Minnesota,John Polich,1940,1941,RW,3,0,1,1,,0,,,,,,,Hibbing,1916-07-08,2001-05-27
Minnesota,Mike Polich,1978,1981,C/LW,226,24,29,53,-16,57,,,,,,,Hibbing,1952-12-19,
Minnesota,Nate Prosser,2010,2021,D,360,11,38,49,-7,231,,,,,,,Elk River,1986-05-07,
Minnesota,Chris Pryor,1985,1990,D,82,1,4,5,-22,122,,,,,,,St. Paul,1961-01-23,
Minnesota,Nate Raduns,2009,2009,RW,1,0,0,0,0,0,,,,,,,Sauk Rapids,1984-05-17,
Minnesota,Mike Ramsey,1980,1997,D,1070,79,266,345,203,1012,,,,,,,Minneapolis,1960-12-03,
Minnesota,Erik Rasmussen,1998,2007,LW/C,545,52,76,128,5,305,,,,,,,Minneapolis,1977-03-28,
Minnesota,Chad Rau,2012,2012,C,9,2,0,2,-1,0,,,,,,,Eden Prairie,1987-01-18,
Minnesota,Kyle Rau,2016,2021,C,55,2,5,7,-5,13,,,,,,,Eden Prairie,1992-10-24,
Minnesota,Mitch Reinke,2018,2018,D,1,0,0,0,0,0,,,,,,,Stillwater,1996-02-04,
Minnesota,Damian Rhodes,1991,2002,G,309,1,6,7,0,34,309,99,140,48,0.899,2.84,St. Paul,1969-05-28,
Minnesota,Todd Richards,1991,1992,D,8,0,4,4,-6,4,,,,,,,Robbinsdale,1966-10-20,
Minnesota,Travis Richards,1995,1996,D,3,0,0,0,-1,2,,,,,,,Crystal,1970-03-22,
Minnesota,Jon Rohloff,1995,1997,D,150,7,25,32,-21,129,,,,,,,Mankato,1969-10-03,
Minnesota,Todd Rohloff,2002,2004,D,75,0,6,6,-19,40,,,,,,,Grand Rapids,1974-01-16,
Minnesota,Doc Romnes,1931,1940,LW/C,360,67,137,204,,40,,,,,,,White Bear Lake,1909-01-01,1984-07-21
Minnesota,Shaun Sabol,1990,1990,D,2,0,0,0,0,0,,,,,,,Minneapolis,1966-07-13,
Minnesota,Scott Sandelin,1987,1992,D,25,0,4,4,-3,2,,,,,,,Hibbing,1964-08-08,
Minnesota,Gary Sargent,1976,1983,D,402,61,161,222,29,273,,,,,,,Red Lake,1954-02-08,
Minnesota,Craig Sarner,1975,1975,RW,7,0,0,0,-3,0,,,,,,,St. Paul,1949-06-20,
Minnesota,Kurt Sauer,2003,2010,D,357,5,28,33,-15,250,,,,,,,St. Cloud,1981-01-16,
Minnesota,Michael Sauer,2009,2012,D,98,4,14,18,28,96,,,,,,,St. Cloud,1987-08-07,
Minnesota,Butch Schaeffer,1937,1937,D,5,0,0,0,,6,,,,,,,Hinkley,1911-11-07,1989-09-28
Minnesota,Clarence Schmidt,1944,1944,RW,7,1,0,1,,2,,,,,,,Williams,1925-09-17,1997-11-02
Minnesota,Nate Schmidt,2014,2021,D,433,32,119,151,87,86,,,,,,,St. Cloud,1991-07-16,
Minnesota,Jordan Schroeder,2013,2018,C,165,18,24,42,5,14,,,,,,,Lakeville,1990-09-29,
Minnesota,Jimmy Schuldt,2019,2019,D,1,0,1,1,-1,0,,,,,,,Minnetonka,1995-05-11,
Minnesota,Nick Seeler,2018,2020,D,105,2,10,12,-2,100,,,,,,,Eden Prairie,1993-06-03,
Minnesota,Dan Sexton,2010,2011,RW,88,13,19,32,-9,20,,,,,,,Apple Valley,1987-04-29,
Minnesota,Steve Short,1978,1979,LW,6,0,0,0,-5,2,,,,,,,Roseville,1954-04-06,
Minnesota,Randy Skarda,1990,1992,D,26,0,5,5,2,11,,,,,,,St. Paul,1968-05-05,
Minnesota,Brady Skjei,2016,2021,D,355,26,94,120,-25,200,,,,,,,Lakeville,1994-03-26,
Minnesota,Matt Smaby,2008,2011,D,122,0,6,6,-19,106,,,,,,,Minneapolis,1984-10-14,
Minnesota,Dale Smedsmo,1973,1973,LW,4,0,0,0,0,0,,,,,,,Roseau,1951-04-23,
Minnesota,Cole Smith,2021,2021,F,1,0,0,0,0,0,,,,,,,Brainerd,1995-10-28,
Minnesota,Wyatt Smith,2000,2008,C,211,10,22,32,-18,65,,,,,,,Thief River Falls,1977-02-13,
Minnesota,Carl Sneep,2012,2012,D,1,0,1,1,1,0,,,,,,,St. Louis Park,1987-11-05,
Minnesota,Dave Snuggerud,1990,1993,RW,265,30,54,84,-23,127,,,,,,,Minnetonka,1966-06-20,
Minnesota,Alex Stalock,2011,2020,G,151,0,4,4,0,12,151,61,49,18,0.909,2.61,St. Paul,1987-07-28,
Minnesota,Robb Stauber,1990,1995,G,62,0,2,2,0,22,62,21,23,9,0.89,3.81,Duluth,1967-11-25,
Minnesota,Derek Stepan,2011,2021,C,759,168,317,485,90,194,,,,,,,Hastings,1990-06-18,
Minnesota,Ryan Stoa,2010,2014,C,40,4,3,7,-8,20,,,,,,,Bloomington,1987-04-13,
Minnesota,Colin Stuart,2008,2012,LW,56,8,5,13,3,26,,,,,,,Rochester,1982-07-08,
Minnesota,Mark Stuart,2006,2017,D,673,26,67,93,43,722,,,,,,,Rochester,1984-04-27,
Minnesota,Mike Stuart,2004,2006,D,3,0,0,0,0,0,,,,,,,Rochester,1980-08-31,
Minnesota,C.J. Suess,2020,2020,LW,1,0,0,0,-1,0,,,,,,,St. Paul,1994-03-17,
Minnesota,Al Suomi,1937,1937,LW,5,0,0,0,,0,,,,,,,Eveleth,1913-10-29,2014-09-23
Minnesota,Jeff Taffe,2003,2012,C,180,21,25,46,-20,40,,,,,,,Hastings,1981-02-19,
Minnesota,John Taft,1979,1979,D,15,0,2,2,2,4,,,,,,,Minneapolis,1954-03-08,
Minnesota,Dean Talafous,1975,1982,RW,497,104,154,258,-76,163,,,,,,,Duluth,1953-08-25,
Minnesota,David Tanabe,2000,2008,D,449,30,84,114,-47,245,,,,,,,White Bear Lake,1980-07-19,
Minnesota,Jeff Teal,1985,1985,RW,6,0,1,1,0,0,,,,,,,Edina,1960-05-30,
Minnesota,Matt Tennyson,2013,2021,D,154,3,21,24,-18,40,,,,,,,Minneapolis,1990-04-23,
Minnesota,Jarred Tinordi,2013,2021,D,100,1,10,11,-15,121,,,,,,,Burnsville,1992-02-20,
Minnesota,Dominic Toninato,2018,2020,C,85,5,9,14,4,49,,,,,,,Duluth,1994-03-09,
Minnesota,Sean Toomey,1987,1987,LW,1,0,0,0,-1,0,,,,,,,St. Paul,1965-06-27,
Minnesota,Dan Trebil,1997,2001,D,85,4,4,8,-3,32,,,,,,,Bloomington,1974-04-10,
Minnesota,Chris VandeVelde,2011,2017,C,278,18,30,48,-28,95,,,,,,,Moorhead,1987-03-15,
Minnesota,Steve Wagner,2008,2009,D,46,4,8,12,-9,26,,,,,,,Grand Rapids,1984-03-06,
Minnesota,Jim Warner,1980,1980,RW,32,0,3,3,-6,10,,,,,,,Minneapolis,1954-03-26,
Minnesota,Jim Watt,1974,1974,G,1,0,0,0,0,0,1,0,0,0,0.8,6,Duluth,1950-05-11,
Minnesota,Andy Welinski,2018,2021,D,42,1,5,6,1,8,,,,,,,Duluth,1993-04-27,
Minnesota,Erik Westrum,2004,2007,C,27,1,2,3,-4,22,,,,,,,Minneapolis,1979-07-26,
Minnesota,Blake Wheeler,2009,2021,RW,970,274,519,793,85,645,,,,,,,Plymouth,1986-08-31,
Minnesota,Adam Wilcox,2018,2018,G,1,0,0,0,0,0,1,0,1,0,1,0,South St. Pau,1992-11-26,
Minnesota,Butch Williams,1974,1976,RW,108,14,35,49,-21,131,,,,,,,Duluth,1952-09-11,
Minnesota,Tommy Williams,1962,1976,RW,664,161,269,430,-205,173,,,,,,,Duluth,1940-04-17,1992-02-08
Minnesota,Clay Wilson,2008,2012,D,36,4,4,8,-1,12,,,,,,,Sturgeon Lake,1983-04-05,
Minnesota,Mike Wong,1976,1976,C,22,1,1,2,-11,12,,,,,,,Minneapolis,1955-01-14,
Minnesota,J.T. Wyman,2010,2013,RW,44,2,9,11,-2,8,,,,,,,Edina,1986-02-27,
Minnesota,Ken Yackel,1959,1959,RW,6,0,0,0,,2,,,,,,,St. Paul,1932-03-05,1991-07-12
Minnesota,Tom Younghans,1977,1982,RW,429,44,41,85,-57,373,,,,,,,St. Paul,1953-01-22,
Minnesota,Doug Zmolek,1993,2000,D,467,11,53,64,-84,905,,,,,,,Rochester,1970-11-03,
Mississippi,Mathieu Olivier,2020,2021,F,37,3,3,6,-1,72,,,,,,,Biloxi,1997-02-11,
Missouri,Mark Alt,2015,2021,D,20,0,0,0,-2,4,,,,,,,Kansas City,1991-10-18,
Missouri,Brandon Bollig,2012,2016,LW,241,10,13,23,-23,392,,,,,,,St. Charles,1987-01-31,
Missouri,Jim Boo,1978,1978,D,6,0,0,0,-6,22,,,,,,,Rolla,1954-11-12,
Missouri,Chris Butler,2009,2019,D,407,14,72,86,-27,187,,,,,,,St. Louis,1986-10-27,
Missouri,Trent Frederic,2019,2021,C,53,4,1,5,-10,70,,,,,,,St. Louis,1998-02-11,
Missouri,Cal Heeter,2014,2014,G,1,0,0,0,,0,1,0,0,1,0.868,4.69,St. Louis,1988-11-02,
Missouri,Cam Janssen,2006,2014,RW,336,6,8,14,-26,774,,,,,,,St. Louis,1984-04-15,
Missouri,Clayton Keller,2017,2021,C,281,66,122,188,-41,88,,,,,,,Chesterfield,1998-07-29,
Missouri,Luke Kunin,2018,2021,C,158,27,37,64,-22,108,,,,,,,Chesterfield,1997-12-04,
Missouri,Pat LaFontaine*,1984,1998,C,865,468,545,1013,-6,552,,,,,,,St. Louis,1965-02-22,
Missouri,Adam Lowry,2015,2021,LW,451,65,78,143,9,228,,,,,,,St. Louis,1993-03-29,
Missouri,Ryan MacInnis,2020,2021,C,16,0,1,1,-2,0,,,,,,,St. Louis,1996-02-14,
Missouri,Pat Maroon,2012,2021,LW,555,101,146,247,19,634,,,,,,,St. Louis,1988-04-23,
Missouri,Scott Mayfield,2014,2021,D,271,16,50,66,12,251,,,,,,,St. Louis,1992-10-14,
Missouri,Mike McKenna,2009,2019,G,35,0,1,1,0,0,35,7,17,3,0.89,3.6,St. Louis,1983-04-11,
Missouri,Paul Ranheim,1989,2003,LW,1013,161,199,360,-2,288,,,,,,,St. Louis,1966-01-25,
Missouri,Travis Turnbull,2012,2012,C,3,1,0,1,0,5,,,,,,,Chesterfield,1986-07-07,
Missouri,Joe Vitale,2011,2016,C,234,11,33,44,-24,156,,,,,,,St. Louis,1985-08-20,
Missouri,Chris Wideman,2016,2019,D,181,16,29,45,4,104,,,,,,,St. Louis,1990-01-07,
Missouri,Landon Wilson,1996,2009,RW,375,53,66,119,5,352,,,,,,,St. Louis,1975-03-13,
Nebraska,Jake Guentzel,2017,2021,C,285,118,127,245,31,114,,,,,,,Omaha,1994-10-06,
Nebraska,Johnny Matz,1925,1925,C,30,2,4,6,,0,,,,,,,Omaha,1891-06-01,1969-12-21
Nebraska,Jed Ortmeyer,2004,2012,C,345,22,31,53,-14,161,,,,,,,Omaha,1978-09-03,
Nebraska,Neal Pionk,2018,2021,D,215,16,96,112,-4,97,,,,,,,Omaha,1995-07-29,
New Hampshire,Gavin Bayreuther,2019,2019,D,19,2,3,5,2,10,,,,,,,Canaan,1994-05-12,
New Hampshire,Kent Carlson,1984,1989,D,113,7,11,18,-10,148,,,,,,,Concord,1962-01-11,
New Hampshire,Casey DeSmith,2018,2021,G,67,0,1,1,0,4,67,31,20,6,0.916,2.59,Rochester,1991-08-13,
New Hampshire,Mark Fayne,2011,2017,D,389,17,48,65,-19,131,,,,,,,Nashua,1987-05-15,
New Hampshire,Brian Foster,2012,2012,G,1,0,0,0,0,0,1,0,0,0,1,0,Pembroke,1987-02-04,
New Hampshire,Jon Gillies,2017,2018,G,12,0,0,0,0,2,12,4,5,1,0.903,2.71,Concord,1994-01-22,
New Hampshire,Jeff Giuliano,2006,2008,LW,101,3,10,13,-9,40,,,,,,,Nashua,1979-06-20,
New Hampshire,Ben Lovejoy,2009,2019,D,544,20,81,101,51,287,,,,,,,Concord,1984-02-20,
New Hampshire,Hubie McDonough,1989,1993,C,195,40,26,66,-23,67,,,,,,,Manchester,1963-07-08,
New Hampshire,Freddy Meyer,2004,2011,D,281,20,53,73,-20,155,,,,,,,Sanbornville,1981-01-04,
New Hampshire,Deron Quint,1996,2007,D,463,46,97,143,-108,166,,,,,,,Durham,1976-03-12,
New Hampshire,Tim Schaller,2015,2020,LW,276,29,28,57,-29,92,,,,,,,Merrimack,1990-11-16,
New Hampshire,Jeff Serowik,1991,1999,D,28,0,6,6,-3,16,,,,,,,Manchester,1967-01-10,
New Jersey,Kenny Agostino,2014,2021,LW,86,8,22,30,-8,40,,,,,,,Morristown,1992-04-30,
New Jersey,Kevin Boyle,2019,2019,G,5,0,0,0,0,0,5,1,3,0,0.928,2.17,Manalapan,1992-05-30,
New Jersey,T.J. Brennan,2012,2016,D,53,5,8,13,-22,29,,,,,,,Willingboro,1989-04-03,
New Jersey,Connor Clifton,2019,2021,D,83,2,6,8,8,46,,,,,,,Long Branch,1995-04-28,
New Jersey,Ross Colton,2021,2021,C,16,7,3,10,8,2,,,,,,,Robbinsville,1996-09-11,
New Jersey,Kyle Criscuolo,2018,2018,C,9,0,0,0,-4,4,,,,,,,Southampton,1992-05-05,
New Jersey,Anthony DeAngelo,2017,2021,D,206,24,82,106,-19,176,,,,,,,Sewell,1995-10-24,
New Jersey,Jim Dowd,1992,2008,C,728,71,168,239,-13,390,,,,,,,Brick,1968-12-25,
New Jersey,Johnny Gaudreau,2014,2021,LW,507,166,310,476,19,104,,,,,,,Salem,1993-08-13,
New Jersey,Matt Herr,1999,2003,C,58,4,5,9,-6,25,,,,,,,Hackensack,1976-05-26,
New Jersey,Brian Lawton,1984,1993,LW,483,112,154,266,-44,401,,,,,,,New Brunswick,1965-06-29,
New Jersey,John Leonard,2021,2021,LW,36,3,9,12,-8,2,,,,,,,Westwood,1998-08-07,
New Jersey,Paul Mara,1999,2011,D,734,64,189,253,-110,776,,,,,,,Ridgewood,1979-09-07,
New Jersey,Drew Miller,2008,2017,LW,571,62,60,122,-34,136,,,,,,,Dover,1984-02-17,
New Jersey,Drew O'Connor,2021,2021,F,10,0,1,1,-2,2,,,,,,,Wayne,1998-06-09,
New Jersey,Buddy Robinson,2016,2021,RW,16,2,1,3,1,13,,,,,,,Bellmawr,1991-08-30,
New Jersey,Eric Robinson,2018,2021,LW,108,12,11,23,13,14,,,,,,,Bellmawr,1995-06-14,
New Jersey,Bobby Ryan,2008,2021,LW,866,261,308,569,-12,470,,,,,,,Cherry Hill,1987-03-17,
New Jersey,Joakim Ryan,2018,2020,D,141,4,20,24,2,33,,,,,,,Rumson,1993-06-17,
New Jersey,Bobby Sanguinetti,2010,2013,D,45,2,4,6,-6,8,,,,,,,Trenton,1988-02-29,
New Jersey,Anthony Stolarz,2017,2021,G,31,0,1,1,0,0,31,9,8,4,0.916,2.8,Edison,1994-01-20,
New Jersey,James van Riemsdyk,2010,2021,LW,783,260,255,515,-38,321,,,,,,,Middletown,1989-05-04,
New Jersey,Trevor van Riemsdyk,2015,2021,D,373,16,54,70,7,102,,,,,,,Middletown,1991-07-24,
New Jersey,David Williams,1992,1995,D,173,11,53,64,-37,157,,,,,,,Plainfield,1967-08-25,
New Jersey,Randy Wood,1987,1997,LW/C,741,175,159,334,-53,603,,,,,,,Princeton,1963-10-12,
New York,Matt Anderson,2013,2013,RW,2,0,1,1,1,0,,,,,,,West Islip,1982-10-31,
New York,Anthony Angello,2020,2021,C,27,3,2,5,3,12,,,,,,,Manlius,1996-03-06,
New York,Tom Askey,1998,1998,G,7,0,0,0,0,0,7,0,1,2,0.894,2.64,Kenmore,1974-10-04,
New York,Zach Aston-Reese,2018,2021,C,147,26,21,47,29,71,,,,,,,Staten Island,1994-08-10,
New York,Justin Bailey,2016,2021,RW,68,5,4,9,-6,12,,,,,,,Buffalo,1995-07-01,
New York,Cole Bardreau,2020,2020,F,10,1,1,2,-2,6,,,,,,,Fairport,1993-07-22,
New York,Anthony Bitetto,2015,2021,D,192,3,27,30,-10,135,,,,,,,Island Park,1990-07-15,
New York,Zach Bogosian,2009,2021,D,686,53,147,200,-81,618,,,,,,,Massena,1990-07-15,
New York,Jason Bonsignore,1995,1999,C,79,3,13,16,-22,34,,,,,,,Rochester,1976-04-15,
New York,Francis Bouillon,2000,2014,D,776,32,117,149,-27,536,,,,,,,New York,1975-10-17,
New York,Jesse Boulerice,2002,2009,RW,172,8,2,10,-17,333,,,,,,,Plattsburgh,1978-08-10,
New York,Rich Brennan,1997,2003,D,50,2,6,8,-8,33,,,,,,,Schenectady,1972-11-26,
New York,Greg Britz,1984,1987,RW,8,0,0,0,-1,4,,,,,,,Buffalo,1961-01-03,
New York,Dustin Brown,2004,2021,RW,1223,315,364,679,-35,716,,,,,,,Ithaca,1984-11-04,
New York,Jack Brownschidle,1978,1986,D,494,39,162,201,-37,151,,,,,,,Buffalo,1955-10-02,
New York,Jeff Brownschidle,1982,1983,D,7,0,1,1,-9,2,,,,,,,Buffalo,1959-03-01,1996-12-13
New York,Billy Burch*,1923,1933,C/LW,390,136,60,196,,263,,,,,,,Yonkers,1900-11-20,1950-11-30
New York,Ryan Callahan,2007,2019,RW,757,186,200,386,5,428,,,,,,,Rochester,1985-03-21,
New York,Patrick Cannone,2017,2017,C,3,0,0,0,0,0,,,,,,,Bayport,1986-08-09,
New York,Peter Ciavaglia,1992,1993,C,5,0,0,0,1,0,,,,,,,Albany,1969-07-15,
New York,Adam Clendening,2015,2019,D,90,4,20,24,11,49,,,,,,,Niagara Falls,1992-10-26,
New York,Erik Cole,2002,2015,LW,892,265,267,532,-7,659,,,,,,,Oswego,1978-11-06,
New York,Tim Connolly,2000,2012,C,697,131,300,431,-55,300,,,,,,,Syracuse,1981-05-07,
New York,Craig Conroy,1995,2011,C,1009,182,360,542,98,603,,,,,,,Potsdam,1971-09-04,
New York,Bobby Crawford,1981,1983,RW,16,1,3,4,4,6,,,,,,,Long Island,1960-05-27,
New York,Jerry D'Amigo,2014,2015,RW,31,1,2,3,-5,2,,,,,,,Binghamton,1991-02-19,
New York,Craig Darby,1995,2004,C,196,21,35,56,-38,32,,,,,,,Oneida,1972-09-26,
New York,Dan Dorion,1986,1988,C,4,1,1,2,-1,2,,,,,,,Astoria,1963-03-02,
New York,Stan Drulia,1993,2001,RW,126,15,27,42,-28,52,,,,,,,Elmira,1968-01-05,
New York,Mike Dunham,1997,2007,G,394,0,5,5,0,16,394,141,178,44,0.908,2.75,Johnson City,1972-06-01,
New York,Tim Erixon,2012,2015,D,93,2,12,14,-3,38,,,,,,,Port Chester,1991-02-24,
New York,Robert Esche,1999,2007,G,186,0,8,8,0,65,186,78,64,22,0.899,2.75,Whitesboro,1978-01-22,
New York,Joel Farabee,2020,2021,LW,93,23,28,51,1,49,,,,,,,Syracuse,2000-02-25,
New York,Jeff Farkas,2001,2003,RW,11,0,2,2,-1,6,,,,,,,Amherst,1978-01-24,
New York,David Farrance,2021,2021,D,1,0,0,0,1,0,,,,,,,Rochester,1999-06-23,
New York,Ted Fauss,1987,1988,D,28,0,2,2,10,15,,,,,,,Clark Mills,1961-06-30,
New York,Chris Ferraro,1996,2002,C,74,7,9,16,-2,57,,,,,,,Port Jefferson,1973-01-24,
New York,Peter Ferraro,1996,2002,LW,92,9,15,24,-1,58,,,,,,,Port Jefferson,1973-01-24,
New York,Rory Fitzpatrick,1996,2008,D,287,10,25,35,-48,201,,,,,,,Rochester,1975-01-11,
New York,Marcus Foligno,2012,2021,LW,589,82,117,199,5,524,,,,,,,Buffalo,1991-08-10,
New York,Nick Foligno,2008,2021,LW,950,203,279,482,-5,765,,,,,,,Buffalo,1987-10-31,
New York,Nick Fotiu,1977,1989,LW,646,60,77,137,-62,1362,,,,,,,Staten Island,1952-05-25,
New York,Adam Fox,2020,2021,D,111,13,68,81,38,42,,,,,,,Jericho,1998-02-17,
New York,Joseph Gambardella,2019,2019,C,15,0,3,3,2,2,,,,,,,Staten Island,1993-12-01,
